State;File;Reviewer;Report;Line
Warning;Cdd_Pwm.arxml;a1245663;Rule A101: SW version check: No corresponding BSW-IMPLEMENTATION node for component 'CDD_PWM' found.;
Warning;Cdd_Pwm.arxml;a1245663;Rule A101: Vendor ID check: No corresponding BSW-IMPLEMENTATION node for component 'CDD_PWM' found.;
Info;Cdd_Pwm.arxml;a1245663;Rule A105: No invalid characters found.;
Info;Cdd_Pwm.arxml;a1245663;Rule A106: All XmlDeclarations present.;
Info;Cdd_Pwm.arxml;a1245663;Rule A202: All AUTOSAR standard parameter definitions present.;
Info;Cdd_Pwm.arxml;a1245663;Rule A204: File valid according to autosar.xsd.;
Warning;Cdd_Pwm.arxml;a1245663;Rule A205: Container 'Cdd_Pwm/CddPwmConfigSet/CddPwmChannel' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Warning;Cdd_Pwm.arxml;a1245663;Rule A205: Parameter 'Cdd_Pwm/CddPwmConfigSet/CddPwmChannel/CddPwmNotification' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Warning;Cdd_Pwm.arxml;a1245663;Rule A205: Parameter 'Cdd_Pwm/CddPwmConfigSet/CddPwmChannel/CddPwmTzNotification' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Warning;Cdd_Pwm.arxml;a1245663;Rule A205: Reference 'Cdd_Pwm/CddPwmConfigSet/CddPwmChannel/CddPwmChannelTimerBaseRef' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Warning;Cdd_Pwm.arxml;a1245663;Rule A205: Reference 'Cdd_Pwm/CddPwmConfigSet/CddPwmChannel/CddPwmChannelTimerBaseSyncRef' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Warning;Cdd_Pwm.arxml;a1245663;Rule A205: Reference 'Cdd_Pwm/CddPwmConfigSet/CddPwmChannel/CddPwmCounterCompareRef' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Warning;Cdd_Pwm.arxml;a1245663;Rule A205: Reference 'Cdd_Pwm/CddPwmConfigSet/CddPwmChannel/CddPwmActionQualifierRef' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Warning;Cdd_Pwm.arxml;a1245663;Rule A205: Reference 'Cdd_Pwm/CddPwmConfigSet/CddPwmChannel/CddPwmEventTriggerRef' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Warning;Cdd_Pwm.arxml;a1245663;Rule A205: Reference 'Cdd_Pwm/CddPwmConfigSet/CddPwmChannel/CddPwmAdcEventTriggerRef' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Warning;Cdd_Pwm.arxml;a1245663;Rule A205: Reference 'Cdd_Pwm/CddPwmConfigSet/CddPwmChannel/CddPwmTripZoneRef' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Warning;Cdd_Pwm.arxml;a1245663;Rule A205: Reference 'Cdd_Pwm/CddPwmConfigSet/CddPwmChannel/CddPwmDigitalCompareRef' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Warning;Cdd_Pwm.arxml;a1245663;Rule A205: Reference 'Cdd_Pwm/CddPwmConfigSet/CddPwmChannel/CddPwmDeadBandRef' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
