State;File;Reviewer;Report;Line
Warning;Cdd_Uart.arxml;a1245663;Rule A101: SW version check: No corresponding BSW-IMPLEMENTATION node for component 'CDD_UART' found.;
Warning;Cdd_Uart.arxml;a1245663;Rule A101: Vendor ID check: No corresponding BSW-IMPLEMENTATION node for component 'CDD_UART' found.;
Info;Cdd_Uart.arxml;a1245663;Rule A105: No invalid characters found.;
Info;Cdd_Uart.arxml;a1245663;Rule A106: All XmlDeclarations present.;
Info;Cdd_Uart.arxml;a1245663;Rule A202: All AUTOSAR standard parameter definitions present.;
Info;Cdd_Uart.arxml;a1245663;Rule A204: File valid according to autosar.xsd.;
Warning;Cdd_Uart.arxml;a1245663;Rule A205: Container 'Cdd_Uart/CddUartDriver/CddUartChannel' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Info;Cdd_Uart.arxml;a1245663;Rule A206: All found 'ORIGIN' elements have values.;
Info;Cdd_Uart.arxml;a1245663;Rule A207: Default values set and valid.;
Info;Cdd_Uart.arxml;a1245663;Rule A208: All found 'DESC' elements have values.;
Info;Cdd_Uart.arxml;a1245663;Rule A209: Short name of 'AR-PACKAGE' is set.;
Info;Cdd_Uart.arxml;a1245663;Rule A210: Valid ECUC-MODULE-DEF/REFINED-MODULE-DEF-REF node for module Cdd_Uart found.;
Info;Cdd_Uart.arxml;a1245663;Rule A211: All DestinationRefs are valid.;
Info;Cdd_Uart.arxml;a1245663;Rule A212: File does not contain ModuleRefs.;
Info;Cdd_Uart.arxml;a1245663;Rule A213: File does not contain DefinitionRefs.;
Warning;Cdd_Uart.arxml;a1245663;Rule A214: BSW-IMPLEMENTATION node should exist but was not found.;
Info;Cdd_Uart.arxml;a1245663;Rule A220: UUIDs are unique.;
Info;Cdd_Uart.arxml;a1245663;Rule A221: ShortNames are valid and unique.;
Info;Cdd_Uart.arxml;a1245663;Rule A222: All post-build settings are valid.;
Info;Cdd_Uart.arxml;a1245663;Rule A223: The DESTINATION-REF's of ECUC-REFERENCE-DEF / REFERENCE-PARAM-DEF are valid;
