State;File;Reviewer;Report;Line
Warning;Cdd_FsiRx.arxml;a0393606;Rule A101: SW version check: No corresponding BSW-IMPLEMENTATION node for component 'CDD_FSIRX' found.;
Warning;Cdd_FsiRx.arxml;a0393606;Rule A101: Vendor ID check: No corresponding BSW-IMPLEMENTATION node for component 'CDD_FSIRX' found.;
Info;Cdd_FsiRx.arxml;a0393606;Rule A105: No invalid characters found.;
Info;Cdd_FsiRx.arxml;a0393606;Rule A106: All XmlDeclarations present.;
Info;Cdd_FsiRx.arxml;a0393606;Rule A202: All AUTOSAR standard parameter definitions present.;
Info;Cdd_FsiRx.arxml;a0393606;Rule A204: File valid according to autosar.xsd.;
Warning;Cdd_FsiRx.arxml;a0393606;Rule A205: Parameter 'Cdd_FsiRx/CddFsiRxConfigSet/CddFsiRxResetNotification' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Warning;Cdd_FsiRx.arxml;a0393606;Rule A205: Parameter 'Cdd_FsiRx/CddFsiRxConfigSet/CddFsiRxOverRunNotification' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Warning;Cdd_FsiRx.arxml;a0393606;Rule A205: Parameter 'Cdd_FsiRx/CddFsiRxConfigSet/CddFsiRxUnderRunNotification' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Warning;Cdd_FsiRx.arxml;a0393606;Rule A205: Parameter 'Cdd_FsiRx/CddFsiRxConfigSet/CddFsiRxPingFrameReceivedNotification' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Warning;Cdd_FsiRx.arxml;a0393606;Rule A205: Parameter 'Cdd_FsiRx/CddFsiRxConfigSet/CddFsiRxDataFrameReceivedNotification' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Warning;Cdd_FsiRx.arxml;a0393606;Rule A205: Container 'Cdd_FsiRx/CddFsiRxConfigSet/CddFsiRxHwUnit' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Warning;Cdd_FsiRx.arxml;a0393606;Rule A205: Reference 'Cdd_FsiRx/CddFsiRxGeneral/CddFsiRxOsCounterRef' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Warning;Cdd_FsiRx.arxml;a0393606;Rule A205: Container 'Cdd_FsiRx/CddFsiRxDemEventParameterRefs' has no 'ECUC-MULTIPLICITY-CONFIGURATION-CLASS' elements.;
Info;Cdd_FsiRx.arxml;a0393606;Rule A206: All found 'ORIGIN' elements have values.;
Warning;Cdd_FsiRx.arxml;a0393606;Rule A207: Missing minimum value of parameter 'Cdd_FsiRx/CddFsiRxGeneral/CddFsiRxMaxDmaChannelId'.;
Warning;Cdd_FsiRx.arxml;a0393606;Rule A207: Missing maximum value of parameter 'Cdd_FsiRx/CddFsiRxGeneral/CddFsiRxMaxDmaChannelId'.;
